id,format,path,topic,language_mode,body_word_count,rare_english,rare_arabic,unique_marker,size_bytes,sha256
137,docx,docx/sample-0137-finance-arabic.docx,finance,arabic,200,crepuscular,التغاير,wathiqrare0137,37496,26bba16f89c1caba009d923a03771c8e5f017c82000120b103dd7c3d9a89f3f0
138,docx,docx/sample-0138-human-resources-mixed.docx,human-resources,mixed,200,psithurism,التماثل,wathiqrare0138,37575,84da3d260bfd5ecebf7b5ba116ffe42f0725b2b725c621b6fea1fcf66a4c45bb
139,docx,docx/sample-0139-general-administration-english.docx,general-administration,english,200,ultracrepidarian,المضاهاة,wathiqrare0139,37415,d318fa03f201ad2eca3e201bf7a972cb30de84029e6f64634446dcbfb43f3290
140,docx,docx/sample-0140-asset-management-arabic.docx,asset-management,arabic,200,palimpsest,الاستيثاق,wathiqrare0140,37435,6ab2663dc570f4410201f5f0857fae52f68dd2d0fd36a504814e4a92aa262c5d
141,docx,docx/sample-0141-records-management-mixed.docx,records-management,mixed,200,quincunx,الاستعصاء,wathiqrare0141,37569,bba55f1c386b653e0302ecac6c180f01cf1e86b6f97d7e708f35a3b50267c21a
142,docx,docx/sample-0142-project-management-english.docx,project-management,english,200,zeugma,التبويب,wathiqrare0142,37418,a5cc9e93d0e7a258a25072ab4e23007c3ff57e1216e0131a36a4c16bd216e1d6
143,docx,docx/sample-0143-information-technology-arabic.docx,information-technology,arabic,200,syzygy,الاستدامة,wathiqrare0143,37480,a284ae2564ff70efc9f774d65fdb5cd29b2ec228589c3c78fa81503e33b772f8
144,xlsx,xlsx/sample-0144-procurement-arabic.xlsx,procurement,arabic,200,susurrus,الاستدلال,wathiqrare0144,4428,805d07e538c00010571cfde8a66362e3616606960d45dfa81bad60e03e5524fb
145,xlsx,xlsx/sample-0145-finance-mixed.xlsx,finance,mixed,200,velleity,الاستقراء,wathiqrare0145,4579,ec22718418bbdc637bd6939fd4587d27a67ee95336cc52979a947aa1a4452eb2
146,xlsx,xlsx/sample-0146-human-resources-english.xlsx,human-resources,english,200,anfractuous,الاستدراك,wathiqrare0146,4462,6f0207ea92e46258e4bd6f8d5664c1512124bfbaa06da4e0cd946e3920b7b98d
147,xlsx,xlsx/sample-0147-general-administration-arabic.xlsx,general-administration,arabic,200,crepuscular,التغاير,wathiqrare0147,4443,53d690b40bbf4d2a61b244009a0fdda982897a2b40408b8202eafebf2ed1f5d4
148,xlsx,xlsx/sample-0148-asset-management-mixed.xlsx,asset-management,mixed,200,psithurism,التماثل,wathiqrare0148,4486,b46a0263d9e6d33bc6331b2663a33248b85de79f3fa2e759aeee574496dcc087
149,xlsx,xlsx/sample-0149-records-management-english.xlsx,records-management,english,200,ultracrepidarian,المضاهاة,wathiqrare0149,4393,608e2fd68f8dfdd043159b192e30c52b3ba6c197e8097e316df07e4819771ed9
150,xlsx,xlsx/sample-0150-project-management-arabic.xlsx,project-management,arabic,200,palimpsest,الاستيثاق,wathiqrare0150,4444,2a437b71c2ad4f3752d8eccb2581ef67462f591357268776a307bf5fce5da220
151,xlsx,xlsx/sample-0151-information-technology-mixed.xlsx,information-technology,mixed,200,quincunx,الاستعصاء,wathiqrare0151,4532,862b3dded2e8bae6c102b090c9a07190da7ff6721905f1ab5b5fabf78850fe55
152,xlsx,xlsx/sample-0152-procurement-english.xlsx,procurement,english,200,zeugma,التبويب,wathiqrare0152,4403,81e6d233fdab148460a0dea99ff622e9815cc65c806e19c3cafd8381197fceeb
153,xlsx,xlsx/sample-0153-finance-arabic.xlsx,finance,arabic,200,syzygy,الاستدامة,wathiqrare0153,4484,e28c56ab6fe6f24d951a6384e9f271518f4560782dc84bf0ab51ebc3afd88d0e
154,xlsx,xlsx/sample-0154-human-resources-mixed.xlsx,human-resources,mixed,200,susurrus,الاستدلال,wathiqrare0154,4568,01c40f3e41268a0a2aa387f21e2220ff046201411ece44d7e237d1c3f32aaee6
155,xlsx,xlsx/sample-0155-general-administration-english.xlsx,general-administration,english,200,velleity,الاستقراء,wathiqrare0155,4395,7608db6bf22937327e981c8bd62e7b453c9c5d431146cb8806c0fefa1c12d518
156,xlsx,xlsx/sample-0156-asset-management-arabic.xlsx,asset-management,arabic,200,anfractuous,الاستدراك,wathiqrare0156,4428,c4a1cbbf3004dad66de0728a2a2f6541cc9b03cc17770f6a661162db02ea587e
157,xlsx,xlsx/sample-0157-records-management-mixed.xlsx,records-management,mixed,200,crepuscular,التغاير,wathiqrare0157,4540,1262e28affdd0c80e7ebe1aaabc530a19020dae6262aa07e4ecfe08fe6b4ffcb
158,xlsx,xlsx/sample-0158-project-management-english.xlsx,project-management,english,200,psithurism,التماثل,wathiqrare0158,4398,cd585c1504a2e74e9ae34f2ef577155edfffcd7b52860ff74f3b2ae3fdd9c63c
159,xlsx,xlsx/sample-0159-information-technology-arabic.xlsx,information-technology,arabic,200,ultracrepidarian,المضاهاة,wathiqrare0159,4475,11637a73d7ca642839b7565d30b70747176a30bd64377d594931783b4d9c0b5f
160,xlsx,xlsx/sample-0160-procurement-mixed.xlsx,procurement,mixed,200,palimpsest,الاستيثاق,wathiqrare0160,4486,c23b08284a276645f46261557e86d45b22eafc606dba5a1b269545398e748aaf
161,xlsx,xlsx/sample-0161-finance-english.xlsx,finance,english,200,quincunx,الاستعصاء,wathiqrare0161,4456,d817ad846c2ad3ac5295dd24df3a455791281527a5f16fc4c2b1b0adbe876d0e
162,xlsx,xlsx/sample-0162-human-resources-arabic.xlsx,human-resources,arabic,200,zeugma,التبويب,wathiqrare0162,4466,6785267c52b6897dc9afa7dbdd2ae654cc0a5e93a55d2ed2f4a6f5b4773ec221
163,xlsx,xlsx/sample-0163-general-administration-mixed.xlsx,general-administration,mixed,200,syzygy,الاستدامة,wathiqrare0163,4480,1fd65e786a84a31dc7f24925101e57c329d1beedcc52c0f9bc2459984b0d9737
164,xlsx,xlsx/sample-0164-asset-management-english.xlsx,asset-management,english,200,susurrus,الاستدلال,wathiqrare0164,4381,f0675f81451a51ef03e73a3a85985daec0c17ece44aa7ad9db83e964f5f08c5b
165,xlsx,xlsx/sample-0165-records-management-arabic.xlsx,records-management,arabic,200,velleity,الاستقراء,wathiqrare0165,4481,3a1f400c2c17c404acddfd92fcb7544510b4f328fc02a80deadc56d570d2c509
166,xlsx,xlsx/sample-0166-project-management-mixed.xlsx,project-management,mixed,200,anfractuous,الاستدراك,wathiqrare0166,4516,6a01634ab7f5f72d71320afd454ffe0cfac18dbc8ddd0842c0595ce68844bfa1
167,xlsx,xlsx/sample-0167-information-technology-english.xlsx,information-technology,english,200,crepuscular,التغاير,wathiqrare0167,4428,4000b4bfe0e9b0a7d77e35a37a803eb671347cf16afce3f921d096d2e2e54112
168,xlsx,xlsx/sample-0168-procurement-arabic.xlsx,procurement,arabic,200,psithurism,التماثل,wathiqrare0168,4430,6d49ebc802c71d042cfc71cd287ba90ed7e0cd29742537ecdf93f4d39c33b840
169,xlsx,xlsx/sample-0169-finance-mixed.xlsx,finance,mixed,200,ultracrepidarian,المضاهاة,wathiqrare0169,4584,1358222656f858fbccab4f4a64cb0aef59784a022f28da9fbd0a34c2174148ac
170,xlsx,xlsx/sample-0170-human-resources-english.xlsx,human-resources,english,200,palimpsest,الاستيثاق,wathiqrare0170,4468,67322d1bc666900a6f6c9c99c2b7b3c5cbf34dfd2ee001f1b76c97cdcb6dc22c
171,xlsx,xlsx/sample-0171-general-administration-arabic.xlsx,general-administration,arabic,200,quincunx,الاستعصاء,wathiqrare0171,4442,5309de3d562ef90b5377c1230a445ffa2fcff446645d1f43a33b4474138251ab
172,xlsx,xlsx/sample-0172-asset-management-mixed.xlsx,asset-management,mixed,200,zeugma,التبويب,wathiqrare0172,4484,2dda7bb733f049b9a4481f889f23f181b387707c4329caf20b9f3a9f7fcdbe88
173,xlsx,xlsx/sample-0173-records-management-english.xlsx,records-management,english,200,syzygy,الاستدامة,wathiqrare0173,4394,41eeecf2777033fa70fc56b84e40fb6a579f4c0dfde60f01c2be9d6ac9747938
174,xlsx,xlsx/sample-0174-project-management-arabic.xlsx,project-management,arabic,200,susurrus,الاستدلال,wathiqrare0174,4437,edb8c39ccb561f771441079649c45ea1c1693b5da150b9fb3d74ed1cb50470d0
175,xlsx,xlsx/sample-0175-information-technology-mixed.xlsx,information-technology,mixed,200,velleity,الاستقراء,wathiqrare0175,4528,ce7b6a6a7d1c714eb4417c715967ba10de0d5dc74fff7eef57aafed98ffca082
176,xlsx,xlsx/sample-0176-procurement-english.xlsx,procurement,english,200,anfractuous,الاستدراك,wathiqrare0176,4412,d098d1d72c4ea6229b8532e0b980d3502b949c9033cb3f60589a421b8b3eafd5
177,xlsx,xlsx/sample-0177-finance-arabic.xlsx,finance,arabic,200,crepuscular,التغاير,wathiqrare0177,4493,a33898d54bcfbb1bdfdf86ea96de12713601a3d09e72293479f84fa84c8fa832
178,xlsx,xlsx/sample-0178-human-resources-mixed.xlsx,human-resources,mixed,200,psithurism,التماثل,wathiqrare0178,4570,2db2bcef954bab7f78fa2a67061b5b18be30647ce1f55a42814d37495321f70f
179,xlsx,xlsx/sample-0179-general-administration-english.xlsx,general-administration,english,200,ultracrepidarian,المضاهاة,wathiqrare0179,4395,ea4464e45069b954a794fd0e3ce57faede809cd716629578ca283d64a67aebfe
180,xlsx,xlsx/sample-0180-asset-management-arabic.xlsx,asset-management,arabic,200,palimpsest,الاستيثاق,wathiqrare0180,4422,ef8d7200baa444f306c5266b621f77a7ca07c006551fd206d6e55004e9e432e3
181,xlsx,xlsx/sample-0181-records-management-mixed.xlsx,records-management,mixed,200,quincunx,الاستعصاء,wathiqrare0181,4543,0dbda981078d1b549f64786360406d07dff4e72df5592ca07483f5b07001534b
182,xlsx,xlsx/sample-0182-project-management-english.xlsx,project-management,english,200,zeugma,التبويب,wathiqrare0182,4399,18cceb38e599bc8b5e836f0677da1b5492645c9cd6bcfd0893cb82692531e607
183,xlsx,xlsx/sample-0183-information-technology-arabic.xlsx,information-technology,arabic,200,syzygy,الاستدامة,wathiqrare0183,4461,e1af377c4e1f73958545bbc1413b4649b5c5b23dfd43a6fab68948ead04ca69e
184,xlsx,xlsx/sample-0184-procurement-mixed.xlsx,procurement,mixed,200,susurrus,الاستدلال,wathiqrare0184,4480,8206b8f307e76e4aa6098dd9a83842b91086f59b4360aa9afc0d2b98e3c666b7
185,xlsx,xlsx/sample-0185-finance-english.xlsx,finance,english,200,velleity,الاستقراء,wathiqrare0185,4448,8a602fe54e2b2f9897f01480a5942e3712c85ca51f716284c6a4538aa91b52a7
186,xlsx,xlsx/sample-0186-human-resources-arabic.xlsx,human-resources,arabic,200,anfractuous,الاستدراك,wathiqrare0186,4467,92ac39b34f4cdeec175f8236df7c81f8d6cbf791839f42628ce74cbb83a8be46
187,xlsx,xlsx/sample-0187-general-administration-mixed.xlsx,general-administration,mixed,200,crepuscular,التغاير,wathiqrare0187,4484,54657afba3a0d5ec48cddc051ff56d0572ce763322701606bafcc0efb4c33d40
188,xlsx,xlsx/sample-0188-asset-management-english.xlsx,asset-management,english,200,psithurism,التماثل,wathiqrare0188,4384,3ede0168c03c47a9b95352504d5cbbc369d50d9c31ac26f934a295c4259279a7
189,xlsx,xlsx/sample-0189-records-management-arabic.xlsx,records-management,arabic,200,ultracrepidarian,المضاهاة,wathiqrare0189,4476,9d2ca75a6336745e1a6181b47c8466b6bb7bde83d22a96eb52af35f7865c5c05
190,xlsx,xlsx/sample-0190-project-management-mixed.xlsx,project-management,mixed,200,palimpsest,الاستيثاق,wathiqrare0190,4515,8089db4b3e9c328483b856ebf0f6ecbcac26c06bbe66f7bb57b77c2709b67db1
191,xlsx,xlsx/sample-0191-information-technology-english.xlsx,information-technology,english,200,quincunx,الاستعصاء,wathiqrare0191,4430,5ad89828ce8e6ccd9b1d07886af1049732d4dbd513f43d67ab4e35a0615fd57b
192,xlsx,xlsx/sample-0192-procurement-arabic.xlsx,procurement,arabic,200,zeugma,التبويب,wathiqrare0192,4433,122b7c40be14a386f97239ac1bbe7d68e7cf9c40cb6a0e02f991b9039b3c40b4
193,xlsx,xlsx/sample-0193-finance-mixed.xlsx,finance,mixed,200,syzygy,الاستدامة,wathiqrare0193,4576,bbbd18d837142527d290772f1df6a55eca0ef619ce0502e72f82c3eedc9d2c16
194,xlsx,xlsx/sample-0194-human-resources-english.xlsx,human-resources,english,200,susurrus,الاستدلال,wathiqrare0194,4462,8ea59481d199851a742f7de8fb2a32a83907451c6cf817f6c8ad2e38b0d44760
195,xlsx,xlsx/sample-0195-general-administration-arabic.xlsx,general-administration,arabic,200,velleity,الاستقراء,wathiqrare0195,4435,616a65bf36cfbc3fe5aecb41273144d6cfac135d8f36abf9c7dece3c2e66b142
196,xlsx,xlsx/sample-0196-asset-management-mixed.xlsx,asset-management,mixed,200,anfractuous,الاستدراك,wathiqrare0196,4484,d6a16961978e80581f2fbee32e1a0102a92727a8a1856334b775977328b1c545
197,xlsx,xlsx/sample-0197-records-management-english.xlsx,records-management,english,200,crepuscular,التغاير,wathiqrare0197,4400,9a5be0358c9554020d71d15d7657827a4d6596eeefffc35a282174d0c8fe7807
198,xlsx,xlsx/sample-0198-project-management-arabic.xlsx,project-management,arabic,200,psithurism,التماثل,wathiqrare0198,4434,a9cfde255faf9d12d406774bba75290627fb22d65526b0cf90bdc4662180cb19
199,xlsx,xlsx/sample-0199-information-technology-mixed.xlsx,information-technology,mixed,200,ultracrepidarian,المضاهاة,wathiqrare0199,4534,aaed52dcab55e69c57977ee64d5e54e2f1a3f911cd04d28aff77e498abde3321
200,xlsx,xlsx/sample-0200-procurement-english.xlsx,procurement,english,200,palimpsest,الاستيثاق,wathiqrare0200,4411,ae62db2c72ead995bd6c13d7b6c0bd67f3558ac4b38d83d81e07816e84c92382
201,xlsx,xlsx/sample-0201-finance-arabic.xlsx,finance,arabic,200,quincunx,الاستعصاء,wathiqrare0201,4495,7c8e84dab14ad2b9c979a19210212782794b265968a81da4863e23d01296995f
202,xlsx,xlsx/sample-0202-human-resources-mixed.xlsx,human-resources,mixed,200,zeugma,التبويب,wathiqrare0202,4564,cd7047a33f3e1508bdaf3e62a9f488216d96f79ac520924801c658b4717d2e73
203,xlsx,xlsx/sample-0203-general-administration-english.xlsx,general-administration,english,200,syzygy,الاستدامة,wathiqrare0203,4392,7bf9dbf8fcebf5334aaf36e0c6857c01549ec5cba0fa763b6e0df2751e519aeb
204,xlsx,xlsx/sample-0204-asset-management-arabic.xlsx,asset-management,arabic,200,susurrus,الاستدلال,wathiqrare0204,4421,ded334a64f2ce9f55df51f36ec966ffe4e99c9c432f1e40ea66c8304c976ab9c
205,xlsx,xlsx/sample-0205-records-management-mixed.xlsx,records-management,mixed,200,velleity,الاستقراء,wathiqrare0205,4543,8c804a992dac1598eb5d95683dfeb0c619d7d4e4e2969380e656f2dbc88a4350
206,xlsx,xlsx/sample-0206-project-management-english.xlsx,project-management,english,200,anfractuous,الاستدراك,wathiqrare0206,4399,ec0eaf88b45055f5254da9d2600a9ac641770d359d36cef3c55c67dfd3207709
207,xlsx,xlsx/sample-0207-information-technology-arabic.xlsx,information-technology,arabic,200,crepuscular,التغاير,wathiqrare0207,4466,452e0c5621299a6916887423a801357279575563508ceed67d3679dc3f50a62d
208,xlsx,xlsx/sample-0208-procurement-mixed.xlsx,procurement,mixed,200,psithurism,التماثل,wathiqrare0208,4483,7a218b34763e930d80a47283fbc4c15c14159f930cdf569a39a238804b44639b
209,xlsx,xlsx/sample-0209-finance-english.xlsx,finance,english,200,ultracrepidarian,المضاهاة,wathiqrare0209,4463,4242be96514da5faa8fae5b8f30ffd3af54020617e64926804911a7d3077681d
210,xlsx,xlsx/sample-0210-human-resources-arabic.xlsx,human-resources,arabic,200,palimpsest,الاستيثاق,wathiqrare0210,4472,c737ade64a7020e5b5c91ae018a13fb30eccc5e82c903eb727865fb68762f606
211,xlsx,xlsx/sample-0211-general-administration-mixed.xlsx,general-administration,mixed,200,quincunx,الاستعصاء,wathiqrare0211,4481,85f01008f4017e6264c845c479ef8e35aa7f444cd7d54d5ba7655570d1fe9dd0
212,xlsx,xlsx/sample-0212-asset-management-english.xlsx,asset-management,english,200,zeugma,التبويب,wathiqrare0212,4381,b59fd1ed0a6a38d07f7e9362e357fadf71b574462747ca800914f45634081baa
213,xlsx,xlsx/sample-0213-records-management-arabic.xlsx,records-management,arabic,200,syzygy,الاستدامة,wathiqrare0213,4477,5648067c6b0f9957ec3c3d30e5a24070efe55aefe4fd7f2a081ac22b1e6c368b
214,xlsx,xlsx/sample-0214-project-management-mixed.xlsx,project-management,mixed,200,susurrus,الاستدلال,wathiqrare0214,4511,99ff65db587082434ab0ccb8f422fa15e21b0ed128bf997af39020046cd82a7f
215,xlsx,xlsx/sample-0215-information-technology-english.xlsx,information-technology,english,200,velleity,الاستقراء,wathiqrare0215,4427,279741498a95adc40de0ed2fcd10bc8f18f391df8a7e41249ec15e02c5d750b9
216,xlsx,xlsx/sample-0216-procurement-arabic.xlsx,procurement,arabic,200,anfractuous,الاستدراك,wathiqrare0216,4437,1eb7cadd2dc21708f8ed0fc1dafb81e1335e43ce2c88d8f90962f30bf5956704
217,xlsx,xlsx/sample-0217-finance-mixed.xlsx,finance,mixed,200,crepuscular,التغاير,wathiqrare0217,4575,dd8e35369fce3a5bf5bbb4a86e8ed12504ebdc2a928b04abafaaf6efdf9488f3
218,xlsx,xlsx/sample-0218-human-resources-english.xlsx,human-resources,english,200,psithurism,التماثل,wathiqrare0218,4460,58a59b3d234026038f2858b7ffb4232fa5ba68a4ce91400349ce66231e390810
219,xlsx,xlsx/sample-0219-general-administration-arabic.xlsx,general-administration,arabic,200,ultracrepidarian,المضاهاة,wathiqrare0219,4442,95cbf0f2763ea24275c1ed2db395d49ad37a28c465a2ab0320b762365680f43a
220,xlsx,xlsx/sample-0220-asset-management-mixed.xlsx,asset-management,mixed,200,palimpsest,الاستيثاق,wathiqrare0220,4486,5b1f1f0be67d707de83f3df1eb988d029829697c6b5dac5751c1cd5e899c3085
221,xlsx,xlsx/sample-0221-records-management-english.xlsx,records-management,english,200,quincunx,الاستعصاء,wathiqrare0221,4408,fb92941f1a9658bedf54f3114e3f387b7daac9957bc11c459db09c3ce08e0794
222,xlsx,xlsx/sample-0222-project-management-arabic.xlsx,project-management,arabic,200,zeugma,التبويب,wathiqrare0222,4435,168a16946db18248717904127c5cff48c284f611c3599805bd3a45ff46f6f0e4
223,xlsx,xlsx/sample-0223-information-technology-mixed.xlsx,information-technology,mixed,200,syzygy,الاستدامة,wathiqrare0223,4527,4be286c2374c574cfbc5406879920817cea3f2c38045db5c0cfae647fdced5e3
224,xlsx,xlsx/sample-0224-procurement-english.xlsx,procurement,english,200,susurrus,الاستدلال,wathiqrare0224,4409,26983bf8d2082bcf960f0d0d37540ea5a2e112a9c68d895d3d61f875925079d1
225,xlsx,xlsx/sample-0225-finance-arabic.xlsx,finance,arabic,200,velleity,الاستقراء,wathiqrare0225,4485,069be0708d8ed6ea72797b7240dd79de4cb2d901914b663880f8d2cb7876fe34
226,xlsx,xlsx/sample-0226-human-resources-mixed.xlsx,human-resources,mixed,200,anfractuous,الاستدراك,wathiqrare0226,4563,43100fd86bfe7bcccb68f0cb859a564086849f51f5c2b4c1c2b4545900fc40d2
227,xlsx,xlsx/sample-0227-general-administration-english.xlsx,general-administration,english,200,crepuscular,التغاير,wathiqrare0227,4390,4b6c06b50db07af4e3c05913528ff9e74a501e22b629f784c745a40370eb65b9
228,xlsx,xlsx/sample-0228-asset-management-arabic.xlsx,asset-management,arabic,200,psithurism,التماثل,wathiqrare0228,4418,2a175e80c02011acd18dc35a67210a24ad25a5e33859008bf6f8c4f46e2abd2e
